h3_cell_6,sum_population,avg_food,sum_gdp,gdp_per_capita
86441e777ffffff,1180.0,,16495739.3,13979.440084745764
86441e787ffffff,412.0,,2394727.4111,5812.445172572816
86441e78fffffff,7928.0,,67440970.3848,8506.68143097881
86441e797ffffff,1193.0,,1817890.9275,1523.7979274937134
86441e79fffffff,1346.0,,4635584.204,3443.9704338781576
86441e7a7ffffff,5489.0,,65360944.1183,11907.623268045181
86441e7afffffff,5759.0,,252125530.8218,43779.394134710885
86441e7b7ffffff,709.0,,1231917.28,1737.5420028208746
86441ec97ffffff,652.0,,530741.92,814.0213496932516
86441ec9fffffff,1193.0,,17667745.3496,14809.509932606872
86442480fffffff,1819.0,,,
8644248b7ffffff,111.0,,817000.49,7360.364774774775
864424d0fffffff,27.0,,,
864424d17ffffff,37.0,,,
864424d77ffffff,6.0,,1817902.08,302983.68
86443052fffffff,35202.0,,761975.0316400001,21.645788069996026
864430817ffffff,32365.0,,27080.5498,0.8367233060404758
864430c47ffffff,28997.0,,2675308.11296,92.26154819326138
864430d97ffffff,90494.0,,1092624.133,12.073995325656949
864432427ffffff,128284.0,,7998494079.2,62349.89616164136
864432437ffffff,82444.0,,1835761029.73,22266.76325420892
864432507ffffff,135685.0,,5703569691.11,42035.37377831005
864432517ffffff,191670.0,,1824512716.5075,9519.031233408983
86443251fffffff,158964.0,,12936113818.0,81377.63152663496
86443252fffffff,314675.0,,5674542821.59,18033.027160054025
864432537ffffff,191447.0,,449154508.3598,2346.103665034187
864432587ffffff,150849.0,,78435088.1677,519.9576276123805
864432597ffffff,174189.0,,33581785.37915,192.78935741723072
8644325a7ffffff,119019.0,,1683030006.3899999,14140.851514380056
86443289fffffff,47602.0,,14505351.7338,304.72147669845805
864432917ffffff,21744.0,,44590719.93404,2050.7137570842533
86443294fffffff,42137.0,,31783585.29121,754.2916033701972
864432997ffffff,86236.0,,16814534.1433,194.98276987916879
864432c0fffffff,43593.0,,8571098.09383,196.6163855167114
864432c17ffffff,52262.0,,158158820.4431,3026.2680426141364
864432c67ffffff,28131.0,,206569040.4027,7343.110461864136
864432c97ffffff,29019.0,,27941218.60397,962.8594577335539
864432cd7ffffff,143539.0,,564659875.94,3933.8428994210635
864432cf7ffffff,51075.0,,14150103.015999999,277.04558034263334
864432d07ffffff,32098.0,,16823198.83815,524.1198466617857
864432da7ffffff,40851.0,,6043087.26805,147.92997155638784
864434297ffffff,37006.0,,3979105.3783000004,107.52595196184404
8644342e7ffffff,24202.0,,1767889.4078000002,73.04724435170648
864434687ffffff,32848.0,,6407296.5945,195.05895623782268
8644346e7ffffff,44587.0,,20307884.9861,455.46650337766613
864434a8fffffff,36358.0,,1287317.543,35.4067204741735
86443622fffffff,39913.0,,226059.97400000002,5.663818154486007
86443628fffffff,72161.0,,3075352.6092,42.61793225149319
864436a4fffffff,191185.0,,2177127.1350000002,11.387541569683815
864436da7ffffff,84624.0,,862661.5183,10.194052730903762
86444000fffffff,2.0,,54762.723,27381.3615
864440017ffffff,2058.0,,51554180.4568,25050.62218503401
86444001fffffff,887.0,,3441060.81522,3879.4372212175876
864440027ffffff,672.0,,26596303.53616,39577.83264309524
864440037ffffff,4908.0,,67982688.0387,13851.403430867971
86444005fffffff,364.0,,1296712.02017,3562.395659807692
864440067ffffff,309.0,,584387.06507,1891.2202753074434
86444006fffffff,478.0,,1023543.0935000001,2141.3035428870294
864440077ffffff,5.0,,1040491.6900000001,208098.33800000002
864440087ffffff,513.0,,1445331.9603,2817.4112286549707
86444008fffffff,1115.0,,1284800.55959,1152.2874973901346
864440097ffffff,3911.0,,83222441.47424,21279.069668688317
86444009fffffff,184.0,,225239.1431,1224.1257777173912
8644400a7ffffff,981.0,,37460420.61186,38185.95373278287
8644400afffffff,1201.0,,9347031.9735,7782.707721482098
8644400b7ffffff,93.0,,605075.0178,6506.182987096775
8644400c7ffffff,283.0,,794428.49219,2807.1678169257953
8644400cfffffff,5423.0,,923785.2382199999,170.34579351281576
8644400d7ffffff,241.0,,406925.45670000004,1688.4873721991703
8644400dfffffff,478.0,,1032629.23576,2160.3122087029287
8644400e7ffffff,93.0,,259566.79353,2791.0407906451615
8644400efffffff,112.0,,215758.91384,1926.4188735714285
8644400f7ffffff,443.0,,2731623.48979,6166.192979209933
864440107ffffff,936.0,,2731307.1075999998,2918.0631491452987
86444010fffffff,233.0,,10450.818000000001,44.85329613733906
864440117ffffff,1556.0,,5549296.1504,3566.385700771208
86444011fffffff,2306.0,,38586828.8107,16733.230186773635
864440127ffffff,1694.0,,12931272.9279,7633.573156965761
86444012fffffff,58.0,,148794.0468,2565.4146
864440137ffffff,311.0,,435382.9384,1399.9451395498393
864440147ffffff,389.0,,3590683.36727,9230.548501979434
86444014fffffff,5.0,,3963.69266,792.7385320000001
864440157ffffff,839.0,,11590265.10365,13814.38033808105
86444015fffffff,225.0,,5287109.61797,23498.264968755557
864440167ffffff,19.0,,46660.4641,2455.8138999999996
864440177ffffff,12.0,,14251.7968,1187.6497333333334
864440187ffffff,254.0,,1231036.5178,4846.600463779528
86444018fffffff,444.0,,15495952.554399999,34900.79404144144
864440197ffffff,2034.0,,120723751.1358,59352.87666460177
86444019fffffff,648.0,,18054494.1388,27861.873670987654
8644401a7ffffff,871.0,,4351851.0657,4996.384690815155
8644401afffffff,1130.0,,5270105.4584,4663.810140176991
8644401b7ffffff,10.0,,2800595.4933999996,280059.54933999997
864440207ffffff,10.0,,256843.15782999998,25684.315783
86444020fffffff,3.0,,103930.87667,34643.625556666666
86444021fffffff,2.0,,269178.54782,134589.27391
864440227ffffff,38.0,,,
86444022fffffff,104.0,,98200.766,944.2381346153846
864440247ffffff,2.0,,771358.4277,385679.21385
86444024fffffff,57.0,,225746.56723,3960.4660917543856
864440257ffffff,8.0,,,
86444025fffffff,81.0,,93311.92300000001,1151.999049382716
864440277ffffff,4.0,,245501.92,61375.48
864440287ffffff,14.0,,1485827.4514000001,106130.53224285715
86444028fffffff,2.0,,6327.592,3163.796
864440297ffffff,47.0,,198614.13,4225.83255319149
8644402a7ffffff,13.0,,233938.661,17995.281615384614
8644402b7ffffff,101.0,,1707377.96758,16904.732352277228
8644402d7ffffff,3.0,,508784.02560000005,169594.67520000003
8644402f7ffffff,12.0,,,
864440307ffffff,113.0,,881407.62106,7800.06744300885
86444030fffffff,34.0,,328096.30368,9649.891284705882
864440327ffffff,284.0,,109806.82214,386.64373992957746
86444032fffffff,2383.0,,10101141.98528,4238.834236374318
864440337ffffff,116.0,,909623.03491,7841.577887155173
864440347ffffff,370.0,,606015.26971,1637.8791073243244
86444034fffffff,6.0,,42485.438799999996,7080.906466666666
864440357ffffff,1.0,,183338.79584,183338.79584
864440367ffffff,274.0,,335048.10413,1222.8032997445255
86444036fffffff,480.0,,475377.72294,990.370256125
864440377ffffff,269.0,,71862.96554,267.14857078066916
864440387ffffff,80.0,,56850.88292,710.6360364999999
864440397ffffff,51.0,,769203.2846,15082.41734509804
86444039fffffff,45.0,,703612.8279,15635.84062
8644403b7ffffff,284.0,,337504.24847,1188.3952410915492
864440407ffffff,413.0,,379535.05486,918.9710771428571
86444040fffffff,779.0,,3538840.82417,4542.799517548138
864440417ffffff,509.0,,1123718.8716,2207.699158349705
86444041fffffff,332.0,,622825.5083,1875.980446686747
864440427ffffff,1061.0,,8986412.625260001,8469.75742248822
86444042fffffff,408.0,,1021732.42129,2504.246130612745
864440437ffffff,715.0,,1707584.4762000002,2388.230036643357
864440447ffffff,410.0,,1459498.1025,3559.7514695121954
86444044fffffff,379.0,,3048214.03703,8042.781100343007
864440457ffffff,1698.0,,23210163.067339998,13669.118414216724
86444045fffffff,474.0,,615801.63904,1299.1595760337555
864440467ffffff,725.0,,3108278.37702,4287.280520027586
86444046fffffff,1187.0,,2612681.82325,2201.079884793597
864440477ffffff,639.0,,1114543.5166,1744.1995564945225
864440487ffffff,314.0,,708143.2522,2255.2332872611464
86444048fffffff,193.0,,1157061.32828,5995.136415958549
864440497ffffff,594.0,,630662.43264,1061.7212670707072
86444049fffffff,291.0,,641903.30743,2205.8532901374574
8644404a7ffffff,175.0,,956307.54904,5464.614565942857
8644404afffffff,178.0,,1314992.61119,7387.598939269664
8644404b7ffffff,61.0,,280366.53883,4596.1727677049175
8644404c7ffffff,220.0,,673190.29464,3059.9558847272724
8644404cfffffff,252.0,,368769.75827,1463.3720566269842
8644404d7ffffff,258.0,,758415.9616,2939.5967503875972
8644404dfffffff,202.0,,311843.39356,1543.779176039604
8644404e7ffffff,937.0,,12055987.60226,12866.58228629669
8644404efffffff,70.0,,368407.20177,5262.960025285714
8644404f7ffffff,420.0,,974640.02017,2320.571476595238
864440507ffffff,4139.0,,28492357.7205,6883.874781468954
86444050fffffff,1337.0,,7680590.1776,5744.644859835453
864440517ffffff,9520.0,,174148404.38120002,18292.89961987395
86444051fffffff,1286.0,,3549464.8578,2760.081537947123
864440527ffffff,9486.0,,480730813.52,50677.926788952136
86444052fffffff,2596.0,,14372461.0552,5536.387155315871
864440537ffffff,12268.0,,144085713.169,11744.841308200195
864440547ffffff,2802.0,,6830942.46726,2437.880966188437
86444054fffffff,552.0,,823997.0456,1492.7482710144927
864440557ffffff,1414.0,,5497678.292599999,3888.032738755304
86444055fffffff,784.0,,1884293.49366,2403.435578647959
864440567ffffff,12885.0,,422611367.243,32798.70913798991
86444056fffffff,675.0,,4175706.73316,6186.232197274074
864440577ffffff,3097.0,,99433563.3153,32106.413727897965
864440587ffffff,1231.0,,4590993.0647,3729.4825870836717
86444058fffffff,405.0,,2412386.01384,5956.508676148149
864440597ffffff,437.0,,7867466.1531,18003.355041418763
86444059fffffff,454.0,,1074979.1509,2367.7954865638767
8644405a7ffffff,5690.0,,9054208.6284,1591.2493195782074
8644405afffffff,912.0,,14296781.3341,15676.29532247807
8644405b7ffffff,1248.0,,1736201.7655,1391.187312099359
864440607ffffff,194.0,,1028656.34196,5302.35227814433
86444060fffffff,51.0,,91070.70479999999,1785.7000941176468
864440617ffffff,21.0,,643508.8009,30643.276233333334
86444061fffffff,9.0,,248066.88626,27562.987362222222
864440627ffffff,273.0,,1012759.6211,3709.742201831502
86444062fffffff,1343.0,,21841775.10014,16263.421519091587
864440637ffffff,309.0,,1062823.14935,3439.5571176375406
864440647ffffff,62.0,,630359.768,10167.093032258064
86444064fffffff,111.0,,523320.32191,4714.5974946846845
864440657ffffff,211.0,,187698.8271,889.5679009478673
86444065fffffff,61.0,,785174.83143,12871.718548032788
864440667ffffff,12.0,,438006.0135,36500.501125
864440677ffffff,45.0,,71601.70794000001,1591.1490653333335
864440687ffffff,993.0,,16101367.8981,16214.872002114804
86444068fffffff,32.0,,74027.0449,2313.345153125
864440697ffffff,537.0,,1754463.4579999999,3267.1572774674114
86444069fffffff,247.0,,1150273.15363,4656.976330485831
8644406a7ffffff,87.0,,228181.84356,2622.779811034483
8644406afffffff,43.0,,143622.47261,3340.0575025581393
8644406b7ffffff,366.0,,511847.31053,1398.4899194808743
8644406c7ffffff,33.0,,332325.382,10070.466121212121
8644406cfffffff,53.0,,494403.32006999996,9328.36452962264
8644406d7ffffff,112.0,,372309.45797,3324.191589017857
8644406dfffffff,38.0,,689983.4402000001,18157.45895263158
8644406e7ffffff,204.0,,2575239.0793,12623.720976960783
8644406efffffff,8.0,,408582.55169,51072.81896125
8644406f7ffffff,56.0,,536603.4288999999,9582.204087499998
864440707ffffff,65.0,,221533.29777,3408.204581076923
86444070fffffff,385.0,,135180.23506,351.11749366233767
864440717ffffff,26.0,,263982.099,10153.157653846154
86444071fffffff,50.0,,546881.05512,10937.6211024
864440727ffffff,154.0,,359146.3422,2332.1191051948053
86444072fffffff,119.0,,598287.02056,5027.622021512605
864440737ffffff,220.0,,734506.51096,3338.665958909091
864440747ffffff,142.0,,610865.66808,4301.870901971831
86444074fffffff,158.0,,653613.74153,4136.795832468354
864440757ffffff,1851.0,,9034887.04941,4881.084305461913
86444075fffffff,77.0,,87803.20334000001,1140.301342077922
864440767ffffff,7.0,,218179.704,31168.529142857144
86444076fffffff,184.0,,838254.0554,4555.728561956522
864440777ffffff,54.0,,53780.479230000004,995.9348005555556
864440787ffffff,310.0,,151404.07759,488.40025029032256
86444078fffffff,487.0,,2738600.96935,5623.410614681725
864440797ffffff,35.0,,123604.4451,3531.555574285714
86444079fffffff,1816.0,,12749472.634,7020.634710352423
8644407a7ffffff,341.0,,2032796.16197,5961.279067360704
8644407afffffff,34.0,,296217.68214,8712.284768823529
8644407b7ffffff,73.0,,374915.08684999996,5135.823107534246
864440807ffffff,48.0,,423772.63840999996,8828.596633541665
86444080fffffff,92.0,,119564.00830999999,1299.6087859782608
864440827ffffff,4.0,,864898.72774,216224.681935
86444082fffffff,80.0,,733.41626,9.167703249999999
864440847ffffff,6.0,,79670.13691999999,13278.356153333332
86444084fffffff,246.0,,763537.0687,3103.8092223577232
864440857ffffff,905.0,,45187725.78756,49931.188715535915
86444085fffffff,57.0,,139865.57338999998,2453.781989298245
864440867ffffff,33.0,,16592.9648,502.8171151515152
86444086fffffff,207.0,,55605.44876,268.6253563285024
864440877ffffff,145.0,,1096561.1406,7562.4906248275865
864440887ffffff,486.0,,2750199.52135,5658.846751748972
86444088fffffff,853.0,,11290811.274950001,13236.59000580305
864440897ffffff,875.0,,8710969.026700001,9955.39317337143
86444089fffffff,1522.0,,17045585.8795,11199.46509822602
8644408a7ffffff,2.0,,11818.98256,5909.49128
8644408b7ffffff,76.0,,208043.9765,2737.4207434210525
8644408c7ffffff,258.0,,4089675.7592700003,15851.456431279072
8644408d7ffffff,778.0,,800672.30039,1029.1417742802057
8644408dfffffff,718.0,,2730371.08755,3802.7452472841223
8644408e7ffffff,2.0,,47002.63165,23501.315825
8644408efffffff,341.0,,26047047.799399998,76384.30439706745
864440907ffffff,826.0,,1263353.1343999999,1529.483213559322
86444090fffffff,884.0,,1915920.50814,2167.330891561086
864440917ffffff,96.0,,2648.60674,27.589653541666667
86444091fffffff,499.0,,1899059.69075,3805.730843186373
864440927ffffff,745.0,,2367641.048,3178.0416751677853
86444092fffffff,1748.0,,5086635.5983,2909.9745985697937
864440937ffffff,445.0,,2281667.6196,5127.342965393258
864440947ffffff,3878.0,,42644189.5599,10996.43877253739
86444094fffffff,2672.0,,30884581.339900002,11558.600800860779
864440957ffffff,2322.0,,14471668.49444,6232.415372282515
86444095fffffff,311.0,,1600058.38156,5144.882255819935
864440967ffffff,9937.0,,629444467.402,63343.51085860923
86444096fffffff,811.0,,3135450.4908,3866.1535028360045
864440977ffffff,4032.0,,45907365.9395,11385.755441344245
86444098fffffff,1.0,,1824521.9072,1824521.9072
864440a07ffffff,79.0,,,
864440a0fffffff,139.0,,841032.26507,6050.591835035971
864440a17ffffff,40.0,,366418.84362,9160.4710905
864440a27ffffff,266.0,,2799044.6406400003,10522.724212932331
864440a2fffffff,113.0,,3360028.1912599998,29734.76275451327
864440a37ffffff,426.0,,3237313.8230799995,7599.328223192487
864440a47ffffff,162.0,,70836.93075,437.26500462962963
864440a4fffffff,807.0,,1688438.1973,2092.2406410161093
864440a57ffffff,258.0,,531156.76112,2058.7471361240314
864440a5fffffff,539.0,,420460.6865,780.0754851576995
864440a67ffffff,150.0,,1289916.90037,8599.446002466666
864440a6fffffff,167.0,,341856.46544999996,2047.044703293413
864440a77ffffff,189.0,,143286.9822,758.132180952381
864440a87ffffff,169.0,,75007.28175000001,443.83006952662726
864440a8fffffff,141.0,,286275.69375000003,2030.3240691489364
864440a97ffffff,382.0,,911136.98251,2385.175346884817
864440a9fffffff,234.0,,378672.78513,1618.2597655128204
864440aa7ffffff,145.0,,242313.22977,1671.1257225517243
864440aafffffff,53.0,,155343.11704,2931.002208301887
864440ab7ffffff,161.0,,197922.37897000002,1229.3315463975157
864440ac7ffffff,28.0,,137945.71518,4926.632685
864440acfffffff,584.0,,787295.6906,1348.1090592465753
864440ad7ffffff,256.0,,284595.95292999997,1111.7029411328124
864440adfffffff,495.0,,709309.94763,1432.949389151515
864440ae7ffffff,428.0,,1254855.7792800001,2931.9060263551405
864440aefffffff,1200.0,,4442808.98873,3702.340823941667
864440b07ffffff,353.0,,165223.68131,468.0557544192635
864440b0fffffff,132.0,,204399.99201,1548.4847879545453
864440b17ffffff,31.0,,59270.806599999996,1911.9615032258064
864440b1fffffff,395.0,,1123654.7641,2844.695605316456
864440b27ffffff,737.0,,9610314.1797,13039.775006377206
864440b2fffffff,1202.0,,23426731.82725,19489.793533485856
864440b37ffffff,2912.0,,44149097.7257,15161.091251957418
864440b47ffffff,75.0,,310767.77302,4143.570306933334
864440b4fffffff,152.0,,1063202.23295,6994.7515325657905
864440b57ffffff,181.0,,604769.43004,3341.267569281768
864440b5fffffff,268.0,,318674.98772,1189.0857750746268
864440b67ffffff,567.0,,1920510.99835,3387.1446179012346
864440b6fffffff,369.0,,598145.7527,1620.9911997289971
864440b77ffffff,402.0,,930235.3323,2314.018239552239
864440b87ffffff,13.0,,4130.93338,317.76410615384617
864440b8fffffff,82.0,,74205.78771,904.9486306097562
864440b97ffffff,945.0,,8517664.80001,9013.401904772487
864440b9fffffff,139.0,,5900832.5192,42452.03251223022
864440ba7ffffff,2.0,,9603.91462,4801.95731
864440bafffffff,145.0,,17209.98415,118.68954586206897
864440bb7ffffff,323.0,,196861.67597,609.4788729721363
864440c07ffffff,12082.0,,1833177767.7579,151728.0059392402
864440c0fffffff,4628.0,,303719438.5442,65626.49925328436
864440c17ffffff,35960.0,,2346206193.206,65244.888576362624
864440c1fffffff,38906.0,,10933538754.501,281024.4886264586
864440c27ffffff,3333.0,,661261922.5366,198398.41660264027
864440c2fffffff,3714.0,,90224238.61400001,24293.009858373724
864440c37ffffff,46.0,,3227838.1583999996,70170.39474782608
864440c47ffffff,703.0,,2242359.9817,3189.7012541963013
864440c4fffffff,2208.0,,19476184.894100003,8820.735912182972
864440c57ffffff,1181.0,,11471322.6257,9713.228302878917
864440c5fffffff,639.0,,3833288.1289999997,5998.885960876369
864440c67ffffff,54.0,,345299.6739,6394.438405555556
864440c6fffffff,941.0,,2902274.9081,3084.2453858661
864440c77ffffff,44.0,,510976.7942,11613.108959090909
864440c87ffffff,55500.0,,3520793434.0,63437.71953153153
864440c8fffffff,19295.0,,1019054295.6204,52814.42319877688
864440c97ffffff,15887.0,,1093283019.4117,68816.20314796375
864440c9fffffff,9892.0,,227300963.5241,22978.26157744642
864440ca7ffffff,36890.0,,8154983911.0,221062.18246137165
864440cafffffff,38378.0,,7778127191.75,202671.509504143
864440cb7ffffff,32058.0,,1603777273.15,50027.3651865369
864440cc7ffffff,18617.0,,2108001396.01,113229.91867701564
864440ccfffffff,1634.0,,17160599.3185,10502.202765299879
864440cd7ffffff,11572.0,,438343038.889,37879.62658909437
864440cdfffffff,11493.0,,503325655.4046,43794.10557770817
864440ce7ffffff,1430.0,,631764637.9254,441793.45309468533
864440cf7ffffff,48856.0,,4673200032.2,95652.53054281972
864440d07ffffff,1962.0,,79125983.8964,40329.24765361876
864440d0fffffff,2052.0,,122953052.6572,59918.641645808966
864440d17ffffff,745.0,,243920335.8289,327409.84675020137
864440d1fffffff,9173.0,,493209820.1713,53767.55915963153
864440d27ffffff,224.0,,49108.166099999995,219.23288437499997
864440d2fffffff,1860.0,,14022448.7696,7538.950951397849
864440d37ffffff,19.0,,211064.2266,11108.643505263157
864440d47ffffff,188.0,,1277833.768,6796.988127659574
864440d4fffffff,885.0,,11940988.5567,13492.642436949152
864440d57ffffff,48.0,,1926157.9881000002,40128.29141875001
864440d67ffffff,50.0,,281424.1685,5628.483370000001
864440d77ffffff,95.0,,106345.9829,1119.4313989473685
864440d87ffffff,4175.0,,131044599.97839999,31387.92813853892
864440d8fffffff,22271.0,,820911397.163,36860.10494198734
864440d97ffffff,10190.0,,208087854.38,20420.790420019628
864440d9fffffff,9549.0,,477889518.9297,50046.027744235
864440da7ffffff,1394.0,,80001695.91770001,57390.0257659254
864440dafffffff,775.0,,29310335.1714,37819.78731793549
864440db7ffffff,1191.0,,79359924.018,66633.01764735517
864441007ffffff,1434.0,,5524345.253810001,3852.4025479846587
86444100fffffff,251.0,,21234.87701,84.60110362549801
864441017ffffff,781.0,,1537977.54959,1969.2414207298334
86444101fffffff,446.0,,461073.24059,1033.7965035650225
864441027ffffff,4482.0,,251394801.30956998,56089.87088566934
86444102fffffff,1136.0,,1039587.60941,915.1299378609156
864441037ffffff,2036.0,,4777877.88733,2346.6983729518665
864441047ffffff,337.0,,90727.3957,269.22075875370916
86444104fffffff,10.0,,150381.1,15038.11
864441057ffffff,75.0,,40546.91066,540.6254754666667
86444105fffffff,99.0,,1028963.53616,10393.571072323233
864441067ffffff,514.0,,124089.15206,241.41858377431905
86444106fffffff,349.0,,1038267.3179000001,2974.9779882521493
864441077ffffff,864.0,,9730986.55845,11262.715924131944
864441087ffffff,51.0,,2364.83538,46.369321176470585
86444108fffffff,30.0,,48716.77825,1623.8926083333333
864441097ffffff,24.0,,47668.4,1986.1833333333334
86444109fffffff,294.0,,144175.02984,490.3912579591837
8644410a7ffffff,306.0,,159643.12402000002,521.7095556209151
8644410afffffff,129.0,,388095.81954,3008.494725116279
8644410b7ffffff,117.0,,478101.27211,4086.335659059829
8644410c7ffffff,195.0,,110028.02659000001,564.2462902051283
8644410cfffffff,141.0,,348432.15214,2471.1500151773052
8644410d7ffffff,24.0,,21178.5109,882.4379541666667
8644410dfffffff,552.0,,680561.62043,1232.9014862862318
8644410e7ffffff,80.0,,222895.54220000003,2786.1942775
8644410efffffff,6.0,,,
8644410f7ffffff,36.0,,32081.810419999998,891.1614005555555
864441107ffffff,1524.0,,15534096.1571,10192.976481036745
86444110fffffff,2967.0,,12787939.67404,4310.057187071116
864441117ffffff,9026.0,,367156193.6985,40677.61951013738
86444111fffffff,7068.0,,48866568.36676,6913.775943231466
864441127ffffff,13523.0,,825036752.3836,61009.89073309177
86444112fffffff,711.0,,71795010.7371,100977.51158523207
864441137ffffff,24218.0,,1408009977.6544,58138.98660725081
864441147ffffff,528.0,,697058.61599,1320.1867727083334
86444114fffffff,553.0,,215902.94215,390.4212335443038
864441157ffffff,1164.0,,3622708.93976,3112.292903573883
86444115fffffff,793.0,,315099.93882,397.3517513493064
864441167ffffff,23.0,,337513.5718,14674.50312173913
86444116fffffff,92.0,,235674.45669,2561.6788770652174
864441177ffffff,170.0,,306943.85335,1805.5520785294118
864441187ffffff,217.0,,10984464.0278,50619.64989769585
86444118fffffff,128.0,,1113137.34354,8696.38549640625
864441197ffffff,1320.0,,4125415.81409,3125.3150106742423
86444119fffffff,83.0,,296955.1623,3577.7730397590362
8644411a7ffffff,4400.0,,19186641.6459,4360.600374068182
8644411afffffff,1569.0,,2503745.79615,1595.758952294455
8644411b7ffffff,2348.0,,3358661.03836,1430.4348544974446
864441207ffffff,396.0,,737603.1687200001,1862.6342644444446
86444120fffffff,231.0,,219528.49319,950.3397973593073
864441217ffffff,2174.0,,15558931.08963,7156.822028348666
86444121fffffff,3413.0,,162227007.9592,47532.08554327571
864441227ffffff,142.0,,217535.93138,1531.9431787323942
86444122fffffff,4.0,,1634.9955,408.748875
864441237ffffff,20.0,,25299.655179999998,1264.982759
864441247ffffff,26.0,,19578.67,753.0257692307691
86444124fffffff,77.0,,51034.79405,662.789533116883
864441257ffffff,187.0,,452151.66638,2417.9233496256684
86444125fffffff,57.0,,337626.171,5923.266157894736
864441267ffffff,107.0,,37195.235720000004,347.6190254205608
86444126fffffff,405.0,,562874.30754,1389.8131050370368
864441277ffffff,332.0,,904087.35196,2723.1546745783135
864441287ffffff,78.0,,68921.58033,883.6100042307692
86444128fffffff,17.0,,28663.0345,1686.0608529411766
864441297ffffff,29.0,,978.59352,33.744604137931034
86444129fffffff,17.0,,74018.83,4354.0488235294115
8644412a7ffffff,151.0,,295158.94363999995,1954.6949909933771
8644412afffffff,524.0,,8756998.46389,16711.82912956107
8644412b7ffffff,92.0,,486413.95111,5287.108164239131
8644412c7ffffff,333.0,,2555471.44733,7674.08843042042
8644412cfffffff,94.0,,1249982.72987,13297.688615638297
8644412d7ffffff,212.0,,507951.89,2395.9994811320757
8644412dfffffff,116.0,,257136.50882,2216.6940415517242
8644412e7ffffff,146.0,,107829.08205,738.5553565068493
8644412efffffff,123.0,,119677.61699000001,972.9887560162603
8644412f7ffffff,154.0,,62415.57598,405.2959479220779
864441307ffffff,31.0,,74537.71793,2404.4425138709676
86444130fffffff,183.0,,1761347.2576499998,9624.848402459016
86444131fffffff,74.0,,46793.713670000005,632.3474820270271
864441327ffffff,344.0,,1129934.08366,3284.6921036627905
86444132fffffff,153.0,,196259.37312,1282.7410007843137
864441337ffffff,34.0,,184511.13324,5426.798036470588
864441347ffffff,102.0,,75328.44494999999,738.5141661764704
86444134fffffff,189.0,,394583.59135,2087.7438695767196
864441357ffffff,1290.0,,15276488.68705,11842.239292286822
86444135fffffff,17.0,,16871.88197,992.4636452941176
864441367ffffff,42.0,,63458.8408,1510.9247809523808
86444136fffffff,127.0,,161891.29593,1274.7346136220472
864441377ffffff,7.0,,7659.25015,1094.1785928571428
864441387ffffff,59.0,,128674.36062,2180.921366440678
86444138fffffff,95.0,,50450.73695,531.0603889473684
864441397ffffff,88.0,,52872.48081,600.8236455681819
86444139fffffff,188.0,,730684.64139,3886.620432925532
8644413afffffff,7.0,,76216.46,10888.065714285714
8644413b7ffffff,33.0,,449.86563,13.632291818181818
86444140fffffff,71.0,,320266.10238,4510.790174366197
864441417ffffff,79.0,,273904.54815,3467.146179113924
86444141fffffff,24.0,,336926.3456,14038.597733333334
86444142fffffff,174.0,,718483.11961,4129.213331091954
864441447ffffff,248.0,,225881.04545,910.8106671370967
86444144fffffff,4818.0,,74337458.78987001,15429.111413422585
864441457ffffff,347.0,,664590.55164,1915.2465465129683
86444145fffffff,427.0,,310357.70399,726.8330304215457
864441467ffffff,629.0,,729071.53123,1159.0962340699523
86444146fffffff,583.0,,143343.31436,245.871894271012
864441477ffffff,8.0,,,
864441487ffffff,85.0,,128850.504,1515.8882823529411
86444148fffffff,2670.0,,31899613.68958,11947.4208575206
864441497ffffff,18.0,,135864.05938,7548.003298888889
86444149fffffff,203.0,,307904.2186,1516.7695497536947
8644414a7ffffff,89.0,,175946.67337,1976.928914269663
8644414afffffff,151.0,,257239.38454,1703.5720830463576
8644414b7ffffff,389.0,,411322.67525000003,1057.3847692802058
8644414c7ffffff,338.0,,260877.7994,771.8278088757396
8644414cfffffff,188.0,,274387.83175,1459.509743351064
8644414d7ffffff,926.0,,440699.53933,475.91742908207345
8644414dfffffff,175.0,,125201.49165,715.4370951428572
8644414e7ffffff,15.0,,234582.24670000002,15638.816446666668
8644414efffffff,199.0,,103004.56225,517.6108655778895
8644414f7ffffff,347.0,,1539206.97157,4435.7549612968305
864441517ffffff,171.0,,644678.42911,3770.049293040936
86444154fffffff,126.0,,2657.9544,21.094876190476192
86444155fffffff,3.0,,511.408,170.46933333333334
864441567ffffff,432.0,,1416818.96374,3279.673527175926
86444156fffffff,58.0,,79252.5719,1366.4236534482757
864441587ffffff,324.0,,149416.58387,461.16229589506173
86444158fffffff,77.0,,278909.35942,3622.199472987013
864441597ffffff,192.0,,99345.57117000001,517.42484984375
86444159fffffff,414.0,,279273.10558,674.5727187922705
8644415a7ffffff,62.0,,336102.46077,5421.007431774194
8644415afffffff,47.0,,150680.03600000002,3205.958212765958
8644415b7ffffff,102.0,,252967.93337,2480.077778137255
864441607ffffff,1017.0,,3618136.0366100003,3557.65588653884
86444160fffffff,307.0,,757650.3551099999,2467.9164661563514
864441617ffffff,79.0,,12023.66277,152.19826291139242
86444161fffffff,341.0,,132596.70618,388.84664568914957
864441627ffffff,74.0,,576079.6677100001,7784.86037445946
86444162fffffff,895.0,,5498941.5692799995,6144.068792491619
